date,leader,fish_of_day,coords_raw,UTM_zone,easting,northing,elevation,lat_dec_deg,long_dec_deg,detection,detection_specific,loc_main,loc_specific,loc_comments,radio_freq,radio_id,active,temp_C,signal_strength,gain,surface_temp_C,depth_m,habitat_desc,odfw_spawn_area,comments
6/9/2016,999,2,,,,,,,,trib,lower willy,Williamson River,,Williamson River Williamson River ODFW Boat ramp RM 11,250,6,,14.8,,,,,,,
6/27/2016,999,9,,,,,,,,trib,lower willy,Williamson River,,Williamson River Chiloquin boat ramp,250,6,Y,17.2,,,,,,,Blue hole
6/30/2016,999,8,42 34.2309 N    121 52.7592 W::6/30/16 at 22:04:24 (UTC),10T,5.92E+05,4.71E+06,1265.9 M,,,trib,lower willy,Williamson River,,Williamson River Chiloquin boat ramp,250,6,Y,20.4,147,,16.9,,,,
7/1/2016,999,6,42 34.2440 N    121 52.7406 W::7/1/16 at 20:24:38 (UTC),10T,5.92E+05,4.71E+06,1271.1 M,,,trib,lower willy,Williamson River,,Williamson River Odfw boat ramp,250,6,Y,16.4,163,,,,,,
7/5/2016,999,2,42 34.2491 N    121 52.7360 W::7/5/16 at 18:50:46 (UTC),10T,5.92E+05,4.71E+06,1277.3 M,,,trib,lower willy,Williamson River,,Williamson River Chiloquin boat ramp,250,6,Y,13.4,115,,14,,,,Same location as 6/9/16
7/5/2016,999,10,,,,,,,,trib,lower willy,Williamson River,,Williamson River Chiloquin downstream boat ramp,250,6,Y,19.7,110,,,,,,
7/12/2016,999,4,42 34.2538 N    121 52.7308 W::7/12/16 at 17:58:05 (UTC),10T,5.92E+05,4.71E+06,1290.1 M,,,trib,lower willy,Williamson River,,Williamson River Chiloquin boat ramp,250,6,Y,12.4,167,,14,,,,
7/19/2016,999,8,42 34.2350 N    121 52.7298 W::7/19/16 at 17:51:04 (UTC),10,5.92E+05,4.71E+06,1246.5 M,,,trib,lower willy,Williamson River,,Williamson River Chil boat ramp,250,6,Y,13.2,201,,,,,,
7/26/2016,999,7,42 34.2484 N    121 52.7378 W::7/26/16 at 20:21:49 (UTC),10T,5.92E+05,4.71E+06,1263.6 M,,,trib,lower willy,Williamson River,,Williamson River Chiloquin boat ramp,250,6,Y,14,216,,15,,,,
7/28/2016,999,8,42 34.2911 N    121 52.6909 W::7/28/16 at 22:30:23 (UTC),10T,5.92E+05,4.71E+06,1649.2 M,,,trib,lower willy,Williamson River,,Williamson River Chiloquin boat ramp,250,6,Y,17.2,105,,,,Open Water Clear,,
8/3/2016,999,10,42 34.2486 N    121 52.7296 W::8/3/16 at 19:28:14 (UTC),10T,5.92E+05,4.71E+06,1268.7 M,,,trib,lower willy,Williamson River,,Williamson River Chil boat ramp,250,6,Y,11.6,158,,11.9,,Open Water Clear,,
8/8/2016,999,22,,,,,,42.56978,-121.8736319,trib,lower willy,,,in flight williamson sprague confluence,250,6,Y,11.6,111,,,,,,
8/11/2016,999,14,42 34.2523 N    121 52.7427 W::8/11/16 at 19:16:15 (UTC),10,5.92E+05,4.71E+06,1259.9 M,,,trib,lower willy,Williamson River,,Williamson River Chil ramp,250,6,Y,12.4,182,,12.6,,Riffle,,Was inactive recently per bill
8/15/2016,999,13,42 34.2569 N    121 52.7231 W::8/15/16 at 17:42:47 (UTC),10T,5.92E+05,4.71E+06,1293.9 M,,,trib,lower willy,Williamson River,,Williamson River Chiloquin boat ramp,250,6,Y,12.4,82,,12,,Open Water Clear,,
8/25/2016,999,4,42 34.2472 N    121 52.7422 W::8/25/16 at 18:24:30 (UTC),10,5.92E+05,4.71E+06,1248.4 M,,,trib,lower willy,Williamson River,,Williamson River Chil ramp,250,6,Y,10.8,80,,11.8,,Riffle,,
8/30/2016,999,9,42 34.2492 N    121 52.7369 W::8/30/16 at 18:58:04 (UTC),10T,5.92E+05,4.71E+06,1269.5 M,,,trib,lower willy,Williamson River,,Williamson River Chiloquin boat ramp,250,6,Y,10,193,,10.2,,,,
9/12/2016,999,3,42 34.2490 N    121 52.7387 W::9/12/16 at 20:23:28 (UTC),10T,5.92E+05,4.71E+06,1276.2 M,,,trib,lower willy,Williamson River,,Williamson River Chil ramp,250,6,Y,10,135,,10,,Riffle,,
9/21/2016,999,4,,,,,,,,trib,lower willy,Williamson River,,Williamson River Odfw boat ramp,250,6,Y,10.8,,,10.1,,,,
9/26/2016,USGS,,,,,,,,,trib,sprague,Sprague R,,PIT Remote Sprague River Dam04,250,6,,,,,,,,,
11/30/2016,999,2,42 26.4937 N    121 11.8839 W::11/30/16 at 19:22:58 (UTC),10T,6.48E+05,4.70E+06,1316.9 M,,,trib,beatty gap,Sprague River,,Sprague River just below house springs near warm springs,250,6,Y,5.2,255,,,,,Sprague River (Beatty Gap),
12/2/2016,MW,6,,,,,,42.4412517,-121.195245,trib,beatty gap,,,in flight beatty gap,250,6,,,171,,,,,,only 1 detection but likely given mobile tracking
12/7/2016,999,5,42 26.4018 N    121 11.9166 W::12/7/16 at 20:33:38 (UTC),10T,6.48E+05,4.70E+06,1346.7 M,,,trib,beatty gap,Sprague River,,Sprague River,250,6,Y,5.2,133,,,,,Sprague River (Beatty Gap),
12/10/2016,999,2,42 26.3850 N    121 11.8675 W::12/10/16 at 20:19:34 (UTC),10T,6.48E+05,4.70E+06,1329.8 M,,,trib,beatty gap,Sprague River,,Sprague River,250,6,Y,5.2,160,,,,,Sprague River (Beatty Gap),
12/10/2016,999,6,,,,,,,,trib,beatty gap,Sprague River,,Sprague River House springs rm 79,250,6,Y,7.6,,,,,,Sprague River (Beatty Gap),
12/11/2016,999,3,42 26.4907 N    121 12.0868 W::12/11/16 at 17:16:26 (UTC),10T,6.48E+05,4.70E+06,1390.5 M,,,trib,beatty gap,Sprague River,,Sprague River Gold springs,250,6,Y,4.4,,,,,,Sprague River (Beatty Gap),Same as yesterday
12/20/2016,999,5,42 26.3953 N    121 11.9302 W::12/20/16 at 21:13:29 (UTC),10T,6.48E+05,4.70E+06,1332.0 M,,,trib,beatty gap,Sprague River,,Sprague River,250,6,Y,4.4,45,,,,,Sprague River (Beatty Gap),
12/23/2016,999,4,42 26.4239 N    121 11.7119 W::12/23/16 at 21:43:10 (UTC),10T,6.48E+05,4.70E+06,1331.9 M,,,trib,beatty gap,Sprague River,,Sprague River,250,6,Y,3.6,113,,,,,Sprague River (Beatty Gap),
12/28/2016,999,1,42 26.4117 N    121 11.9642 W::12/28/16 at 23:03:34 (UTC),10T,6.48E+05,4.70E+06,1327.6 M,,,trib,beatty gap,Sprague River,,Sprague River,250,6,Y,3.6,114,,,,,Sprague River (Beatty Gap),
1/11/2017,999,2,42 26.3960 N    121 11.8360 W::1/11/17 at 21:18:51 (UTC),10T,6.48E+05,4.70E+06,1330.2 M,,,trib,beatty gap,Sprague River,,Sprague River,250,6,Y,2.8,82,,,,,Sprague River (Beatty Gap),
1/19/2017,999,11,42 26.7875 N    121 14.6605 W::1/19/17 at 19:56:25 (UTC),10T,6.44E+05,4.70E+06,1319.1 M,,,trib,beatty gap,Sprague River,,Sprague River,250,6,Y,5.2,68,,,,,Sprague River (Beatty Gap),
1/20/2017,999,4,,,,,,,,trib,beatty gap,Sprague River,,Sprague River Near beatty gage,250,6,Y,5,,,,,,,Moved downstream
1/24/2017,999,2,42 26.7721 N    121 14.5514 W::1/24/17 at 19:26:22 (UTC),10T,6.45E+05,4.70E+06,1318.9 M,,,trib,beatty gap,Sprague River,,Sprague River,250,6,Y,5,83,,,,,Sprague River (Beatty Gap),
1/30/2017,999,7,42 26.7787 N    121 14.5213 W::1/30/17 at 19:41:57 (UTC),10T,6.45E+05,4.70E+06,1325.1 M,,,trib,beatty gap,Sprague River,,Sprague River,250,6,Y,5.2,57,,,,,Sprague River (Beatty Gap),
2/22/2017,999,3,42 19.1879 N    121 56.5749 W::2/23/17 at 00:39:30 (UTC),10T,5.87E+05,4.69E+06,1265.0 M,,,lake,lake,Upper Klamath Lake,,Upper Klamath Lake Howard bay,250,6,Y,2.8,54,,,,,,
3/28/2017,999,6,42 23.0650 N    121 55.7064 W::3/28/17 at 18:30:01 (UTC),10T,5.88E+05,4.69E+06,1261.7 M,,,lake,lake,Upper Klamath Lake,,Upper Klamath Lake Off eagle ridge,250,6,Y,8.4,101,,,,,,
3/28/2017,999,8,42 23.5670 N    121 55.9180 W::3/28/17 at 20:05:11 (UTC),10T,5.88E+05,4.69E+06,1261.1 M,,,lake,lake,Upper Klamath Lake,,Upper Klamath Lake Eagle ridge,250,6,Y,8.2,88,,,,,,
4/19/2017,NH,3,,,,,,42.38583,-121.928,lake,lake,,,in flight,250,6,,,,,,,,,
5/31/2017,Matt Wyatt,10,42 23.3982 N    121 56.0862 W::5/31/17 at 19:57:02 (UTC),10T,5.88E+05,4.69E+06,1264.2 M,42.389973 N,121.934773 W,lake,lake,UKL,,Mid eagle r,250,6,Y,19.6,66,75,20,13.4,,,
5/31/2017,MW,10,,,,,,42.39009,-121.9351,lake,lake,UKL,Central: Eagle Ridge,eagle ridge,250,6,Y,19.6,66,75,20,13.4,open water algae,,
6/4/2017,STATION,2,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,250,6,Y,18.8,100,,,,,,"10 detections, temp ranged 18.0-19.6"
6/7/2017,STATION,4,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,250,6,Y,18.8,229,,,,,,"318 detections, temp ranged 14.8-19.6"
6/8/2017,STATION,2,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,250,6,Y,18,255,,,,,,"108 detections, temp ranged 18.0-18.8"
6/9/2017,STATION,2,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,250,6,Y,16.4,255,,,,,,"229 detections, temp ranged 14.8-19.6"
6/11/2017,STATION,2,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,250,6,Y,14.8,255,,,,,,"70 detections, temp ranged 14.8-15.6"
6/20/2017,Matt Wyatt,7,42 32.5992 N    121 52.5663 W::6/20/17 at 22:39:08 (UTC),10T,5.92E+05,4.71E+06,1258.1 M,42.543320 N,121.876105 W,trib,lower willy,Williamson R,Mainstem: Below Sprague,Lonesome duck,250,6,Y,20.4,53,79,,,,,
7/6/2017,Jordan Ortega,8,42 34.2395 N    121 52.7544 W::7/6/17 at 21:18:35 (UTC),10T,5.92E+05,4.71E+06,1260.6 M,42.570658 N,121.879240 W,trib,lower willy,Williamson R,Mainstem: Below Sprague,Boat ramp williamson,250,6,Y,18,198,62,,,,,
7/11/2017,NH,10,,,,,,,,trib,lower willy,Williamson R,Mainstem: below Sprague,chiloquin ramp,250,6,Y,17.2,166,66,,,,,temp varied 17.2-18.8
7/12/2017,William Tinniswood,2,,,,,,,,trib,lower willy,Williamson R,Mainstem: Below Sprague,Chiloquin odfw boat ramp,250,6,Y,18,105,,17.9,,,,
7/14/2017,William Tinniswood,7,,,,,,,,trib,lower willy,Williamson R,Mainstem: Below Sprague,At odfw boat ramp,250,6,Y,17.2,,,,,,,
7/17/2017,William Tinniswood,3,,,,,,,,trib,lower willy,Williamson R,Mainstem: Below Sprague,Odfw boat ramp,250,6,Y,15.6,,,15.2,,,,Temp taken on williamson side
7/25/2017,Nick Hahlbeck,3,,,,,,,,trib,lower willy,Williamson R,Mainstem: Below Sprague,,250,6,Y,16.4,97,66,15.7,,,,
8/2/2017,William Tinniswood,8,,,,,,,,trib,lower willy,Williamson R,Mainstem: Below Sprague,Odfw boat ramp,250,6,Y,17.2,94,,,,,,
8/9/2017,William Tinniswood,8,,,,,,,,trib,lower willy,Williamson R,Mainstem: Below Sprague,Odfw boat ramp,250,6,Y,13.2,,,,,,,
8/29/2017,William Tinniswood,1,,,,,,,,trib,lower willy,Williamson R,Mainstem: Below Sprague,Odfw,250,6,Y,13.2,,,14,,,,
9/11/2017,Jordan Ortega,1,,,,,,42.5746,-121.8688,trib,upper willy,Williamson R,Mainstem: Spring Ck to Sprague,,250,6,Y,12.4,54,78,,,,,
9/23/2017,STATION,2,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,250,6,Y,10,255,,,,,,"105 detections, temp ranged 10.0-12.4"
10/16/2017,JA,33,,,,,,,,lake,lake,,,in flight howard bay,250,6,Y,9.2,,,,,,,
3/12/2018,William Tinniswood,5,,,,,,4685704,591540,dead,dead,UKL,South: Howard Bay/Skillet Handle,tip of skillet handle,250,6,n,4.4,250,,5.16,4.8,,,
5/22/2018,NH,2,,,,,,,,dead,dead,UKL,,skillet handle,250,6,N,17.2,,,,,,,
5/29/2018,JO,10,,,,,,42.3183,-121.8894,dead,dead,,,,250,6,N,18,147,82,,,,,
6/7/2018,JO,3,,,,,,,,dead,dead,UKL,,skillet handle,250,6,N,,,,,,,,
6/12/2018,JO,8,,,,,,,,dead,dead,UKL,,skillet handle,250,6,N,16.4,255,,,,,,
8/30/2018,JO,25,,,,,,,,dead,dead,Skillet,Point of,,250,6,N,,,,,,,,
9/4/2018,CD,22,,,,,,,,dead,dead,Skillet,Point of,,250,6,N,,,,,,,,
9/11/2018,CD,24,,,,,,,,dead,dead,Skillet,Point of,,250,6,,,,,,,,,
9/17/2018,WT,2,,,,,,,,dead,dead,,,skillet handle tip,250,6,N,16.4,,,,,,,
10/18/2018,CD,24,,,,,,,,dead,dead,UKL,,skillet handle,250,6,N,,,,,,,,
5/3/2016,999,6,,,,,,,,release,release,Upper Klamath Lake,,Upper Klamath Lake Shoalwater Boat ramp,250,7,,,,,,,,,Release site
5/22/2016,999,3,,,,,,,,lake,lake,Upper Klamath Lake,,Upper Klamath Lake Eagle Ridge just northwest of 15,250,7,,15.6,,,14.8,,,,
5/31/2016,999,4,,,,,,,,lake,lake,Upper Klamath Lake,,Upper Klamath Lake Eagle Ridge 0.5miles south of Bare Island,250,7,,18,,,21.4,,,,
6/16/2016,999,2,,,,,,,,trib,lower willy,Williamson River,,Williamson River Williamson River RM 1,250,7,,13.2,,,13.5,,,,just below TNC ramp
6/29/2016,999,1,42 29.6065 N    121 56.1973 W::6/29/16 at 19:55:49 (UTC),10T,5.87E+05,4.71E+06,1264.1 M,,,trib,lower willy,Williamson River,,Williamson River Below tnc ramp,250,7,Y,18.8,255,,20.3,4,Open Water Submergent Vegetatio Pool,,Below tnc pump
7/6/2016,999,11,42 29.5922 N    121 56.2461 W::7/6/16 at 23:12:32 (UTC),10T,5.87E+05,4.71E+06,1268.4 M,,,trib,lower willy,Williamson River,,Williamson River TNc boat ramp,250,7,Y,18,220,,19.84,3.86,,,pH 8.76 DO 10.17
7/7/2016,999,2,42 29.6101 N    121 56.2071 W::7/7/16 at 16:58:10 (UTC),10T,5.87E+05,4.71E+06,1263.9 M,,,trib,lower willy,Williamson River,,Williamson River TNc boat ramp,250,7,Y,17.2,255,,,4,Open Water Clear,,
7/12/2016,999,6,42 29.6374 N    121 56.1945 W::7/12/16 at 19:06:01 (UTC),10T,5.87E+05,4.71E+06,1265.5 M,,,trib,lower willy,Williamson River,,Williamson River TNC boat ramp,250,7,Y,17.2,85,,19.9,,,,
7/13/2016,999,1,42 29.6603 N    121 56.2803 W::7/13/16 at 17:35:17 (UTC),10T,5.87E+05,4.71E+06,1215.5 M,,,trib,lower willy,Williamson River,,Williamson River TNC boat ramp,250,7,Y,16.4,255,,,4.3,Open Water Clear,,
7/18/2016,999,1,42 29.6068 N    121 56.2311 W::7/18/16 at 17:50:19 (UTC),10T,5.87E+05,4.71E+06,1258.0 M,,,trib,lower willy,Williamson River,,Williamson River tnc boat ramp,250,7,Y,18,225,,17.6,4,Open Water Submergent Vegetatio,,
7/26/2016,999,11,42 29.6352 N    121 56.1986 W::7/26/16 at 20:59:17 (UTC),10T,5.87E+05,4.71E+06,1257.2 M,,,trib,lower willy,Williamson River,,Williamson River Nc boat ramp,250,7,Y,18.8,179,,23,,,,
8/2/2016,999,4,42 29.6294 N    121 56.1766 W::8/2/16 at 18:42:50 (UTC),10T,5.87E+05,4.71E+06,1248.7 M,,,trib,lower willy,Williamson River,,Williamson River Right by tnc boat ramp,250,7,Y,17.2,255,,18.5,4.3,Open Water Submergent Vegetatio,,
8/3/2016,999,12,42 29.6375 N    121 56.1997 W::8/3/16 at 21:17:17 (UTC),10T,5.87E+05,4.71E+06,1255.2 M,,,trib,lower willy,Williamson River,,Williamson River Ncc boat ramp,250,7,Y,16.4,125,,,,Open Water Clear,,
8/8/2016,999,9,,,,,,42.4937022,-121.9357994,trib,lower willy,,,in flight williamson near tnc,250,7,Y,16.4,110,,,,,,
8/10/2016,999,7,42 29.5856 N    121 56.2245 W::8/10/16 at 21:59:37 (UTC),10T,5.87E+05,4.71E+06,1268.3 M,,,trib,lower willy,Williamson River,,Williamson River Nc boat ramp,250,7,Y,15.6,255,,18.3,3.5,Open Water Submergent Vegetatio,,
8/11/2016,999,18,42 29.6358 N    121 56.2035 W::8/11/16 at 20:14:12 (UTC),10,5.87E+05,4.71E+06,1281.0 M,,,trib,lower willy,Williamson River,,Williamson River Nc ramp,250,7,Y,16.4,154,,21.5,,Open Water Submergent Vegetatio,,
8/15/2016,999,19,42 29.6357 N    121 56.1714 W::8/15/16 at 19:10:22 (UTC),10,5.87E+05,4.71E+06,1301.3 M,,,trib,lower willy,Williamson River,,Williamson River Nc ramp,250,7,Y,17.2,145,,20,,Open Water Submergent Vegetatio,,
8/18/2016,999,1,42 29.6242 N    121 56.1073 W::8/18/16 at 17:20:51 (UTC),10,5.88E+05,4.71E+06,1273.4 M,,,trib,lower willy,Williamson River,,Williamson River Nc ramp,250,7,Y,17.2,198,,18.4,3.4,Open Water Submergent Vegetatio,,
8/23/2016,999,1,42 29.6103 N    121 56.1750 W::8/23/16 at 16:45:58 (UTC),10,5.87E+05,4.71E+06,1263.9 M,,,trib,lower willy,Williamson River,,Williamson River Nc ramp,250,7,Y,14.8,209,,15.3,3.1,Open Water Submergent Vegetatio,,
8/25/2016,999,2,42 29.6393 N    121 56.2020 W::8/25/16 at 17:59:22 (UTC),10,5.87E+05,4.71E+06,1248.8 M,,,trib,lower willy,Williamson River,,Williamson River Nc ramp,250,7,Y,14.8,95,,14.9,,Shoreline other,,
8/29/2016,999,3,,,,,,,,trib,lower willy,Williamson River,,Williamson River By private dock w/ 5mph sign and pedal boat,250,7,Y,14.8,255,,15.1,3.5,Open Water Clear,,
8/29/2016,999,4,,,,,,,,trib,lower willy,Williamson River,,Williamson River Tnc boat ramp,250,7,Y,14.8,,,15.1,3.5,Open Water Submergent Vegetatio,,
9/7/2016,999,18,42 23.7067 N    121 56.3064 W::9/7/16 at 19:50:02 (UTC),10T,5.87E+05,4.69E+06,1257.9 M,,,lake,lake,Upper Klamath Lake,,Upper Klamath Lake Eagle ridge opposite island,250,7,Y,17.2,125,,17.8,11.9,Open Water Algae,,Green water
9/14/2016,999,6,42 24.3651 N    121 56.5896 W::9/14/16 at 20:38:07 (UTC),10T,5.87E+05,4.70E+06,1262.8 M,,,lake,lake,Upper Klamath Lake,,Upper Klamath Lake Eagle ridge open water past bare island 400m,250,7,Y,15.6,,,18.3,10.1,Open Water Algae,,pH 8.2
10/6/2016,999,1,,,588090,4693903,,,,lake,lake,Upper Klamath Lake,,Upper Klamath Lake Eagle Ridge by barge,250,7,Y,11.6,230,,10.63,2,,,pH 7.9 DO 7.85
10/29/2016,USGS,,,,,,,,,trib,sprague,Williamson R,,PIT Remote Weir Array02,250,7,,,,,,,,,
11/3/2016,USGS,,,,,,,,,trib,sprague,Sprague R,,PIT Remote Sprague River Dam04,250,7,,,,,,,,,
11/30/2016,999,6,42 33.0756 N    121 37.1907 W::11/30/16 at 22:10:43 (UTC),10T,6.13E+05,4.71E+06,1299.5 M,,,trib,sprague,Sprague River,,Sprague River Saddle mtn pit road bridge,250,7,Y,2.8,,,,,,,
12/2/2016,999,4,,,,,,,,trib,sprague,Sprague River,,Sprague River Above Sprague River Road Rivermile 51,250,7,Y,,,,,,,,
12/2/2016,MW,7,,,,,,42.4640847,-121.4939244,trib,sprague,,,in flight near town of sprague river,250,7,,,165,,,,,,
1/11/2017,999,4,42 26.4051 N    121 11.8336 W::1/11/17 at 21:22:30 (UTC),10T,6.48E+05,4.70E+06,1323.1 M,,,trib,beatty gap,Sprague River,,Sprague River,250,7,Y,4.4,120,,,,,Sprague River (Beatty Gap),
1/19/2017,999,9,42 26.4981 N    121 12.2424 W::1/19/17 at 19:42:15 (UTC),10T,6.48E+05,4.70E+06,1383.3 M,,,trib,beatty gap,Sprague River,,Sprague River,250,7,Y,4.4,88,,,,,Sprague River (Beatty Gap),
1/20/2017,999,6,,,,,,,,trib,beatty gap,Sprague River,,Sprague River Near gold spring,250,7,Y,5,,,,,,Sprague River (Beatty Gap),
1/24/2017,999,7,42 26.4339 N    121 11.7320 W::1/24/17 at 20:14:09 (UTC),10T,6.48E+05,4.70E+06,1298.3 M,,,trib,beatty gap,Sprague River,,Sprague River,250,7,Y,1.2,82,,,,,Sprague River (Beatty Gap),
1/30/2017,999,3,42 26.4285 N    121 11.7496 W::1/30/17 at 18:55:36 (UTC),10T,6.48E+05,4.70E+06,1346.5 M,,,trib,beatty gap,Sprague River,,Sprague River,250,7,Y,4.4,97,,,,,Sprague River (Beatty Gap),
2/13/2017,STATION,1,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,250,7,Y,2,229,,,,,,"178 detections, temp ranged 0.4-3.6"
3/28/2017,999,3,42 24.7783 N    121 56.7324 W::3/28/17 at 18:02:02 (UTC),10T,5.87E+05,4.70E+06,1261.9 M,,,lake,lake,Upper Klamath Lake,,Upper Klamath Lake Off eagle ridge,250,7,Y,6.7,126,,,,,,
4/19/2017,NH,4,,,,,,42.3935,-121.9307,lake,lake,,,in flight,250,7,,,,,,,,,
5/31/2017,Matt Wyatt,8,42 23.0508 N    121 55.8426 W::5/31/17 at 19:42:15 (UTC),10T,5.88E+05,4.69E+06,1255.4 M,42.384162 N,121.930705 W,lake,lake,UKL,,Middle of eagle ridge,250,7,Y,19.6,80,75,20.2,9.5,,,
5/31/2017,MW,8,,,,,,42.3842,-121.93074,lake,lake,UKL,Central: Eagle Ridge,eagle ridge,250,7,Y,19.6,80,75,20.2,8.5,rocky shoreline w/ veg (trees),,
6/7/2017,BOR,2,,10T,587575,4693741,,,,lake,lake,,,eagle ridge,250,7,Y,19.6,256,,19.44,12.2,,,"Eagle Ridge/ WQ taken@ 1meter, pH 8.04, DO 6.92"
7/10/2017,Jordan Ortega,8,42 29.4946 N    121 56.4496 W::7/10/17 at 22:14:25 (UTC),10T,5.87E+05,4.70E+06,1246.3 M,42.491577 N,121.940827 W,trib,lower willy,Williamson R,,200 meters near east bank,250,7,Y,18.8,255,59,22.9,3.2,Near submerged vegetation,,Went over it in submerged vegatation
7/24/2017,Jordan Ortega,1,,,,,,,,trib,lower willy,Williamson R,Mainstem: Below Sprague,100m down from tnc ramp e  bank,250,7,Y,18,152,70,20.4,3.4,Shoreliine sub veg and willows,,
8/17/2017,STATION,6,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,250,7,Y,18,255,,,,,,"542 detections, temp ranged 16.4-20.4"
8/19/2017,STATION,5,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,250,7,Y,17.2,209,,,,,,"44 detections, temp ranged 16.4-18.0"
8/20/2017,STATION,3,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,250,7,Y,18,209,,,,,,"47 detections, temp ranged 18.0-19.6"
8/26/2017,STATION,4,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,250,7,Y,18,255,,,,,,"423 detections, temp ranged 16.4-20.4"
8/27/2017,STATION,5,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,250,7,Y,18,232,,,,,,"348 detections, temp ranged 17.2-20.4"
9/2/2017,STATION,5,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,250,7,Y,17.2,255,,,,,,"67 detections, temp ranged 13.2-19.6"
10/16/2017,JA,34,,,,,,,,dead,dead,,,in flight ukl S of buck island,250,7,N,,,,,,,,likely meant bare island -NH
10/23/2017,William Tinniswood,2,,,,,,,,dead,dead,UKL,Central: East Side Springs,Above sucker springs,250,7,N,6,,,,,,,
12/14/2017,JA,33,,,,,,42.41894597,-121.85275,dead,dead,,,in flight UKL east side springs,250,7,Y,3.6,,,,,,,
5/22/2018,NH,8,,,,,,,,dead,dead,UKL,,S of modoc pt,250,7,N,,,,,,,,
6/12/2018,JO,12,,,,,,,,dead,dead,UKL,,off 97,250,7,N,,156,87,,,,,
8/30/2018,JO,21,,,,,,,,dead,dead,Eagle ridge,,,250,7,N,,,,,,,,
9/17/2018,WT,14,,,,,,,,dead,dead,,,eagle ridge 1 mile south of bare island before first lava flow,250,7,N,29.2,,,,,,,
10/18/2018,CD,3,,,,,,,,dead,dead,UKL,,1mi s of modoc pt,250,7,N,,,,,,,,
5/3/2016,999,7,,,,,,,,release,release,Upper Klamath Lake,,Upper Klamath Lake Shoalwater Boat ramp,250,8,,,,,,,,,Release site
5/22/2016,999,4,,,,,,,,lake,lake,Upper Klamath Lake,,Upper Klamath Lake Eagle Ridge shoreline,250,8,,14,,,14.8,,,,
5/31/2016,999,5,,,,,,,,lake,lake,Upper Klamath Lake,,Upper Klamath Lake Eagle Ridge shoreline near Point,250,8,Y,16.4,,,18.9,,,,
6/1/2016,999,3,,,,,,,,trib,lower willy,Williamson River,,Williamson River Williamson River RM 0.5,250,8,Y,17.2,,,20.1,,,,near new mouth
6/27/2016,999,11,42 34.9507 N    121 51.5637 W::6/27/16 at 22:33:41 (UTC),10T,5.94E+05,4.72E+06,1286.9 M,,,trib,upper willy,Williamson River,,Williamson River Wampler hole above chiloquin bridge,250,8,Y,13.2,165,,,,,,
7/1/2016,999,2,42 34.9476 N    121 51.5668 W::7/1/16 at 20:13:03 (UTC),10T,5.94E+05,4.72E+06,1286.8 M,,,trib,upper willy,Williamson River,,Williamson River Wamplers,250,8,Y,11.6,,,,,,,
8/6/2016,999,10,42 34.9714 N    121 51.6964 W::8/6/16 at 19:14:47 (UTC),10T,5.93E+05,4.72E+06,1280.7 M,,,trib,upper willy,Williamson River,,Williamson River Wampler,250,8,Y,10,,,,,Pool,,
8/8/2016,999,20,,,,,,42.5819883,-121.8616511,trib,upper willy,,,in flight williamson near downtown chiloquin,250,8, Y,9.2,184,,,,,,
8/11/2016,999,15,42 34.9171 N    121 51.5896 W::8/11/16 at 19:28:37 (UTC),10,5.94E+05,4.72E+06,1283.3 M,,,trib,upper willy,Williamson River,,Williamson River Pine ridge rd just off sprague rd in chiloquin,250,8,Y,10,115,,,,Shoreline other,,
8/15/2016,999,14,42 35.6467 N    121 51.6349 W::8/15/16 at 17:55:35 (UTC),10T,5.93E+05,4.72E+06,1293.9 M,,,trib,upper willy,Williamson River,,Williamson River Pine ridge dr from intersection with sprague river rd,250,8,Y,10.8,80,,8.2,,Open Water Clear,,
